"",WG1 H16.06.008,WG4 H16.06.009,WG4 H16.06.010,WG1 H17.06.015,Fold Change,Score
SLC9A2,1.71,3.41,1.3,1.31,0.846,0.305
BCL7C,1.28,1.45,1.67,1.02,0.41,0.306
LOC105369345,0.587,0.753,0.881,0.222,0.412,0.306
TSPAN7,7.03,7.48,7.13,6.63,0.469,0.306
PXDNL,2.01,2.26,2.91,2.19,0.485,0.306
LRIF1,1.66,1.73,2.54,1.62,0.491,0.306
LOC105377483,2.22,3.45,1.72,1.12,0.918,0.306
ZNF251,4.26,5.22,5.44,5.25,0.571,0.306
LOC101928219,0.773,0.659,1.65,0.28,0.628,0.306
FAM218A,0.72,0.823,1.51,0.683,0.463,0.307
GPR26,0.891,1.56,1.9,1.53,0.52,0.307
UCHL1,5.84,6.04,6.01,5.38,0.412,0.307
LOC105372911,1.73,2.97,1.51,1.33,0.71,0.307
IMPA2,0.901,1.19,0.933,0.187,0.517,0.307
METTL7B,1.85,1.88,2.07,1.07,0.516,0.307
COTL1,1.47,2.15,1.96,1.8,0.417,0.307
CFAP221,4.1,4.61,5.31,4.66,0.58,0.307
LOC105369192,0.891,0.901,1.77,0.711,0.536,0.307
LOC105371102,1.65,2,1.99,1.7,0.321,0.307
KANK1,1.4,1.57,1.64,0.993,0.41,0.307
PRKXP1,0.447,0.633,0.805,0.191,0.4,0.307
LOC105375573,1.59,2.01,1.59,0.922,0.545,0.308
OSGEP,3.62,4.31,3.98,3.82,0.424,0.308
LMAN1,2.08,2.22,2.57,1.83,0.44,0.308
PEG3-AS1,2.56,2.63,2.38,1.09,0.684,0.308
IFIT3,2.99,3.08,3.24,2.37,0.478,0.308
RNF150,4.05,6.05,4.93,5.28,0.822,0.308
WSCD2,2.91,4.11,3.91,3.95,0.577,0.309
HSPB3,0.184,0.278,0.943,0.0864,0.475,0.309
TMEM244,2.73,2.21,4.97,2.54,0.953,0.309
LOC105373879,1.02,0.639,2.2,0.117,0.848,0.309
RAB28,5.09,5.66,5.8,5.51,0.431,0.309
LOC105373147,0.649,0.921,0.972,0.568,0.338,0.309
NDUFS1,4.21,4.9,5.29,4.89,0.543,0.309
ESYT1,0.365,0.631,1.04,0.464,0.421,0.309
PTPRD,9.69,9.35,10.7,8.74,0.818,0.309
RAB3C,4.67,5.53,5.89,5.58,0.585,0.31
TIMM17A,1.77,1.98,2.29,1.74,0.384,0.31
HNRNPC,6.16,6.58,6.51,6.24,0.342,0.31
EIF1B,2.42,2.48,2.45,1.43,0.534,0.31
GRASP,0.626,0.666,2.29,0.885,0.722,0.31
LOC105377663,1.05,1.33,1.16,0.507,0.466,0.31
NDFIP2,4.69,4.55,5.97,4.51,0.658,0.31
LOC105375405,5.78,5.89,5.32,3.62,0.909,0.31
HSPA4L,2.14,2.92,2.82,2.7,0.453,0.31
PLS1,1.3,1.88,1.43,1.1,0.454,0.31
SENP7,4.66,6.01,4.82,4.91,0.628,0.311
CENPM,0.26,0.525,0.619,0.19,0.347,0.311
LOC105370855,1.23,1.3,1.62,0.712,0.494,0.311
LTBP1,1.84,1.78,2.89,1.62,0.602,0.311
CCDC144B,3.56,5.71,5.18,5.59,0.871,0.311
SLC16A4,4.03,3.77,3.91,2.14,0.759,0.311
PPP2CB,4.4,5.01,5.25,4.91,0.475,0.311
C18orf25,3.66,4.02,4.05,3.74,0.334,0.311
FAM208B,5.27,6.12,6.02,5.92,0.477,0.311
SETD7,1.56,2.27,2.3,2.12,0.44,0.311
CDC73,4.39,4.91,4.6,4.33,0.394,0.312
LOC105378083,2.55,3.21,3.7,3.23,0.57,0.312
LOC105375920,1.44,1.65,1.61,0.98,0.421,0.312
DLGAP4,4.55,6.12,5.97,6.14,0.697,0.312
PPP1R13B,7.1,7.86,7.77,7.63,0.448,0.312
BAG4,2.69,3.34,3.18,3,0.416,0.312
ANXA4,1.73,2.26,2.24,2.01,0.38,0.312
GALNT11,6.09,6.31,6.67,6.1,0.393,0.312
PDE11A,0.976,1.01,1.57,0.536,0.533,0.312
MLX,1.18,1.41,1.83,1.23,0.417,0.312
LIPE,1.83,2.02,2.13,1.51,0.407,0.312
MTCL1,0.769,0.783,1.62,0.537,0.549,0.313
CNTN4,6.01,4.84,8.11,3.95,1.49,0.313
LRGUK,2.65,3.52,3.33,3.23,0.484,0.313
LOC105375498,1.56,2.24,1.51,0.98,0.602,0.313
TRAPPC10,3.66,4.4,4.85,4.42,0.582,0.313
SEPT7,4.96,5.22,5.36,4.91,0.355,0.313
HABP4,3.37,4.36,4.29,4.24,0.523,0.313
FSHR,0.693,1.41,0.81,0.589,0.47,0.313
MRPL30,2.31,2.81,2.54,2.27,0.381,0.313
LOC105377195,1.42,1.54,1.95,1.12,0.474,0.313
LOC105378437,2.35,2.83,2.33,1.68,0.572,0.314
MTG2,3.06,3.76,3.99,3.68,0.504,0.314
PPTC7,1.66,2.13,1.96,1.71,0.362,0.314
PAFAH1B1,7.29,8,7.95,7.79,0.436,0.314
DDX25,1.75,2.11,2.41,1.94,0.422,0.314
ADGRG1,0.245,0.394,0.908,0.166,0.445,0.314
SIK2,3.94,5.34,4.98,5.09,0.648,0.314
RNGTT,5.32,5.76,5.81,5.51,0.369,0.314
LOC105371938,0.212,0.572,0.737,0.34,0.379,0.314
DDOST,1.48,1.8,1.99,1.57,0.374,0.314
LOC105370676,0.763,0.888,1.35,0.543,0.466,0.314
CPT1A,0.575,0.764,1.05,0.413,0.415,0.314
HELZ,5.29,5.93,5.81,5.62,0.414,0.315
ZNF438,3.94,4.62,5.07,4.62,0.566,0.315
GLS,8.36,8.47,8.74,7.88,0.483,0.315
NOX5,0.208,1.48,1.62,1.58,0.652,0.315
LOC105371055,0.63,0.889,0.976,0.515,0.36,0.315
LOC646903,0.573,0.759,1.12,0.462,0.42,0.315
SEC11A,2.13,2.8,2.92,2.67,0.461,0.315
RELL2,0.415,0.7,1.05,0.507,0.414,0.315
LOC105374218,0.404,0.39,1.28,0.104,0.581,0.316
AFMID,0.698,1.14,1.36,0.956,0.424,0.316
RANBP17,1.69,2.06,1.7,0.946,0.561,0.316
UTRN,1.09,1.45,1.34,0.976,0.366,0.316
LOC105371861,0.443,0.773,0.756,0.446,0.32,0.316
LOC105371856,3.03,2.93,3.51,2.09,0.655,0.316
LGI1,4.78,6.06,5.57,5.62,0.616,0.316
ZNF493,4.59,5.15,5.61,5.1,0.533,0.316
NCAPD2,0.629,1,1.14,0.759,0.377,0.317
LOC105375626,0.807,1.04,1.19,0.657,0.385,0.317
ABCA5,5.62,6.8,5.85,5.87,0.586,0.317
C2orf50,0.604,1.08,1.31,0.915,0.438,0.317
SLC7A5P2,1.85,2.38,4.01,2.77,0.885,0.317
LOC100132249,0.681,1.07,0.91,0.525,0.389,0.317
POMT2,1.49,2.2,2.6,2.19,0.564,0.317
HNRNPDL,5.55,5.76,6.11,5.51,0.405,0.317
LOC105371922,1.73,1.87,1.96,1.17,0.463,0.317
LOC105374779,0.922,1.38,1.31,1.04,0.361,0.317
ANKRD62,0.944,1.03,1.7,0.781,0.505,0.317
MAPK8IP3,5.77,6.73,7.37,6.9,0.714,0.317
EBLN3,1.76,2.05,2.23,1.79,0.366,0.317
MICALL2,1.31,1.08,3.09,1.32,0.77,0.318
ACOX2,0.633,0.866,0.902,0.36,0.387,0.318
LOC105369205,1.33,1.7,1.64,1.34,0.332,0.318
CTAGE5,3.96,5.01,4.31,4.27,0.545,0.318
ERG,0.534,0.932,0.765,0.386,0.389,0.318
LOC105370574,0.589,0.98,0.918,0.627,0.34,0.318
LOC101927286,1.21,1.72,1.34,0.917,0.468,0.318
GPR68,0.546,0.91,1.17,0.708,0.413,0.318
TSTD3,4.79,5.1,4.77,3.88,0.595,0.318
NUTM2F,5.93,6.23,5.73,4.53,0.746,0.318
VAMP4,2.18,2.58,2.46,2.15,0.354,0.318
ODC1,0.652,0.718,1.79,0.709,0.572,0.318
LOC100506974,2.73,3.95,4.19,4.07,0.674,0.319
LOC105374418,3.98,4.86,3.64,2.8,0.861,0.319
SNX13,5.57,5.99,5.84,5.55,0.355,0.319
TNFRSF19,0.73,0.761,2.22,0.886,0.684,0.319
ANGPTL1,6.06,6.5,5.36,3.48,1.16,0.319
PIH1D2,1.83,2.07,2.07,1.53,0.39,0.319
PHC3,6.32,6.89,6.62,6.4,0.398,0.32
COL6A6,1.1,1.36,1.43,0.946,0.372,0.32
C9orf72,2.84,2.97,3.62,2.8,0.477,0.32
RARS2,3.89,4.77,4.36,4.25,0.493,0.32
LOC105370133,6.04,6.23,5.42,3.41,1.1,0.32
LOC105369294,0.357,0.613,0.745,0.256,0.373,0.32
KCTD6,2.26,2.3,3.26,2.2,0.551,0.32
LOC105372664,0.497,0.812,0.767,0.362,0.36,0.32
LRP5,0.54,0.915,0.798,0.432,0.371,0.32
GLMN,6.79,7.41,6.64,5.84,0.708,0.32
LGI4,0.604,0.443,3.41,1.06,1.09,0.32
SLC30A7,2.94,3.48,3.55,3.27,0.413,0.32
SLC6A15,4.52,5.01,4.9,4.64,0.371,0.32
BCAS3,7.48,8.24,8.09,7.94,0.456,0.32
LOC102724363,3.48,3.52,3.3,1.89,0.73,0.321
ELOVL7,1.21,2.14,1.48,1.39,0.513,0.321
PPP1R37,2.52,3.14,4.54,3.45,0.849,0.321
DHRS7,0.628,0.886,0.832,0.257,0.417,0.321
LOC101929558,1.88,2.36,1.79,0.948,0.661,0.321
ZNF790,2.61,3.06,3.28,2.87,0.432,0.321
EVI2B,0.83,1.59,0.912,0.637,0.519,0.321
CNTNAP2,10.6,10.8,11.1,10.4,0.445,0.321
LOC105378116,0.315,0.581,0.766,0.299,0.367,0.321
LOC101929998,0.551,0.865,0.983,0.585,0.356,0.321
MAFK,0.312,0.377,1.33,0.318,0.54,0.321
CHAC2,1.09,1.33,1.3,0.728,0.41,0.321
ZZZ3,6.1,6.55,6.36,6.08,0.371,0.321
SOCS7,3.38,4.44,4.51,4.43,0.575,0.322
MUM1,2.37,3.11,3.32,3.02,0.516,0.322
LOC105375689,1.42,1.81,1.49,0.831,0.528,0.322
PLEKHM1,1.08,1.88,1.59,1.45,0.473,0.322
OSTM1,2.35,3.02,2.83,2.64,0.43,0.322
STX1A,1.8,1.56,3.44,1.63,0.79,0.322
LOC105374391,2.76,2.07,3.68,0.633,1.17,0.322
LOC105370190,0.927,1.02,1.54,0.606,0.513,0.322
LOC105369961,1.86,1.93,1.96,0.955,0.535,0.322
LOC728613,1.58,2.38,2.43,2.25,0.486,0.322
AGBL5,2.52,2.93,2.65,2.08,0.488,0.322
C8orf46,1.99,2.5,2.09,1.56,0.515,0.323
GYS1,1.85,3.34,3.29,3.4,0.688,0.323
E4F1,1.12,1.42,1.63,1.17,0.379,0.323
OPA1-AS1,1.16,1.33,1.59,0.87,0.447,0.323
TTYH2,0.475,0.518,1.53,0.454,0.559,0.323
LONRF2,6.42,6.6,7.01,6.3,0.444,0.323
ADAM9,4.31,4.57,4.66,4.18,0.373,0.323
LOC105377899,3.44,3.44,4.25,3.08,0.591,0.323
HK1,4.5,5.61,6.17,5.8,0.748,0.323
LOC105378215,1.17,1.2,1.83,0.716,0.572,0.324
AVL9,5.53,6,6.37,5.87,0.487,0.324
LOC105376425,3.9,3.63,4.49,2.6,0.818,0.324
LOC105370490,2.42,2.15,2.58,0.674,0.822,0.324
TRIP12,6.54,6.94,6.77,6.35,0.407,0.324
LOC105369863,7.87,7.31,7.2,4.3,1.17,0.325
GPR75-ASB3,3.81,4.38,3.9,3.41,0.529,0.325
ASCC1,3.71,4.45,4.58,4.33,0.497,0.325
RNF125,0.644,1.61,0.692,0.539,0.562,0.325
F12,0.436,0.542,1.15,0.234,0.513,0.325
CALD1,4.23,4.32,5.32,4.28,0.566,0.326
KIF3A,6.62,6.8,6.84,6.12,0.447,0.326
LOC105374529,4.48,4.74,4.22,2.84,0.823,0.326
SYT7,4.64,5.69,6.7,6,0.872,0.326
B3GALTL,0.872,1.03,1.3,0.522,0.47,0.326
ARPC5,2.17,1.98,3.53,1.82,0.763,0.326
LINC00858,0.754,1.2,0.918,0.432,0.465,0.326
PSME4,3.56,4.95,4.5,4.57,0.661,0.326
PROSC,1.31,1.47,2.2,1.36,0.506,0.326
TMEM233,0.76,1.13,0.901,0.3,0.486,0.327
LOC105378988,0.949,1.91,0.968,0.744,0.591,0.327
UBE2K,6.17,6.6,6.79,6.38,0.421,0.327
LOC105377103,0.808,1.01,1.21,0.534,0.438,0.327
MTOR,4.05,5.01,4.98,4.88,0.526,0.327
CDK11A,0.867,1.18,1.08,0.543,0.425,0.327
ACER3,3.93,4.84,4.38,4.27,0.511,0.327
FAM104A,2.28,2.52,2.98,2.33,0.444,0.327
POLR3A,3.14,3.8,4.45,3.83,0.638,0.327
LINC00607,0.386,0.556,1.1,0.345,0.463,0.327
HNRNPA1L2,1.8,2.1,2.19,1.78,0.352,0.328
LOC729732,6.4,7.37,7.31,7.21,0.53,0.328
RNFT1,3.06,3.45,3.32,2.94,0.387,0.328
HDHD2,1.93,2.23,2.76,2.09,0.486,0.328
MAPRE3,3.82,4.39,5.9,4.7,0.881,0.328
PARP12,0.17,0.464,0.71,0.213,0.396,0.328
LOC102723724,0.148,0.093,1.43,0.0521,0.661,0.329
ZNF487,1.52,1.85,2.18,1.65,0.435,0.329
ZNF433,1.23,1.76,1.94,1.57,0.45,0.329
CPEB3,7.14,8,7.92,7.79,0.499,0.329
LOC102724782,5.9,5.63,5.93,3.95,0.853,0.329
MTSS1L,2.89,3.34,4.21,3.38,0.645,0.329
ENPP6,1,1.11,1.76,0.812,0.527,0.33
KCTD2,1.71,1.94,1.97,1.35,0.422,0.33
OSBPL9,3.73,5,4.66,4.67,0.629,0.33
EXOC1,4.1,4.52,4.84,4.33,0.459,0.33
LOC105373425,0.204,0.792,0.451,0.215,0.412,0.33
SLC25A16,4.11,4.95,4.9,4.76,0.491,0.33
FAM171B,6.02,6.17,6.46,5.64,0.485,0.33
TMEM14A,2.1,2.37,2.33,1.76,0.418,0.331
TRAF3IP2-AS1,7.31,7.79,7.9,7.55,0.414,0.331
TRAF3IP2,3.45,3.79,3.38,2.35,0.686,0.331
BTBD1,2.73,3.41,3.38,3.18,0.443,0.331
LOC101927966,4.46,5.67,4.46,4.44,0.617,0.331
SHANK2,7.22,8,8.31,7.95,0.573,0.331
LGSN,1.14,1.48,1.39,0.903,0.409,0.331
ZNF821,3,4.13,3.74,3.7,0.587,0.331
COMMD2,1.36,2.07,1.8,1.6,0.45,0.331
LOC645553,0.694,0.837,1.3,0.447,0.497,0.331
UBXN4,5.33,5.54,6.13,5.38,0.483,0.332
ARRDC3-AS1,0.686,0.793,1.49,0.537,0.53,0.332
NUS1,3.01,3.71,3.79,3.54,0.476,0.332
FAM160B1,2.39,2.94,3.23,2.79,0.495,0.332
ATAD2B,5.41,6.13,5.85,5.65,0.455,0.332
PTPN1,6.07,5.98,6.78,5.29,0.7,0.332
LOC105376405,2.81,2.8,3.06,1.78,0.636,0.332
PRICKLE2-AS1,1.63,1.6,1.99,0.683,0.645,0.332
KPNA4,3.35,3.94,4.34,3.85,0.542,0.332
TMEM169,1.73,2.41,2.68,2.31,0.532,0.332
C8orf34,8.91,9.3,9.28,8.97,0.354,0.332
LOC105379236,0.885,1.14,1.21,0.668,0.398,0.333
LOC105375659,1.34,1.33,1.96,0.682,0.635,0.333
PDE7B,1.58,1.84,2.12,1.57,0.402,0.333
LOC105374825,2.51,2.2,3.25,1.13,0.906,0.333
CXCL17,0.806,1.02,1.36,0.699,0.437,0.333
BCL2L2-PABPN1,1.34,1.58,2.24,1.45,0.513,0.333
SOCS5,3.49,3.73,4.01,3.41,0.417,0.333
MYH1,0.766,0.8,1.4,0.232,0.6,0.333
LOC101929617,4.18,5.71,3.39,2.23,1.34,0.333
LOC102725112,4.43,4.39,4.14,2.32,0.889,0.333
ARHGEF3,6.14,7.1,7.79,7.24,0.757,0.334
RING1,1.72,2.26,2.63,2.13,0.519,0.334
LOC105375696,2.61,2.5,2.96,1.39,0.728,0.334
CRIPT,1.67,2.16,2.48,2,0.486,0.334
NGF,0.185,0.391,0.783,0.0921,0.448,0.334
XRCC2,0.636,0.899,1.04,0.509,0.398,0.334
SLC9A8,2.82,3.51,3.15,2.94,0.447,0.334
TBC1D15,3.63,4.09,4.33,3.89,0.454,0.334
RELL1,0.534,0.723,1.18,0.445,0.464,0.334
LOC105372546,3.3,3,4.2,2.08,0.907,0.334
SPDYE3,4.69,5.31,4.63,3.87,0.688,0.334
NIPAL2,4.4,3.95,6.05,3.52,1.04,0.334
SNRPA1,3.24,3.76,3.41,2.97,0.481,0.334
TBC1D23,3.66,4.23,4.01,3.76,0.412,0.335
LRRTM4,11.3,11.4,11.7,10.7,0.55,0.335
PRRX1,0.275,0.35,1.25,0.188,0.569,0.335
ZNF260,1.34,1.63,2.26,1.5,0.526,0.335
C16orf46,0.98,1.41,1.72,1.22,0.465,0.335
GLP2R,0.28,0.344,1.59,0.356,0.648,0.335
C2orf66,0.283,1.22,0.351,0.138,0.576,0.335
ZNF34,0.702,1.15,0.986,0.675,0.382,0.335
FAM175B,2.16,2.89,2.6,2.4,0.462,0.335
ANKRD44,2.63,4.71,2.79,3.07,0.895,0.336
QPCT,0.367,0.536,1.03,0.224,0.487,0.336
FUT8,6.34,6.91,7.19,6.75,0.501,0.336
THTPA,2.12,2.23,3.17,2.15,0.566,0.336
MRPL32,1.67,2.08,1.89,1.41,0.443,0.336
LINC00632,8.87,9,9.13,8.21,0.526,0.336
GAREM,2.21,6.17,3.59,4.54,1.51,0.336
LOC105371684,0.912,1.26,1.05,0.366,0.517,0.337
LOC105375961,0.832,2.97,0.672,0.974,0.918,0.337
MYT1L-AS1,1.1,1.68,1.22,0.736,0.533,0.337
FBXO8,1.61,1.86,1.93,1.35,0.417,0.337
LOC105369667,3.2,3.28,3.09,1.68,0.746,0.337
MAML3,6.82,7.39,8.61,7.57,0.807,0.337
LOC105379193,2.98,3.14,3.47,2.62,0.502,0.338
FAM120B,3.75,4.31,4.68,4.19,0.531,0.338
CPNE4,7.48,8.36,8.09,7.94,0.513,0.338
LINC01099,1.02,1.43,1.23,0.715,0.46,0.338
LINC01378,0.887,0.862,1.7,0.331,0.67,0.338
LOC105379057,4.56,4.33,5.14,3.18,0.864,0.338
ARF4,3.16,3.37,3.27,2.37,0.55,0.338
FRMPD3,0.534,1.31,1.43,1.17,0.519,0.338
CA8,0.385,0.66,1.16,0.475,0.479,0.338
LOC102724383,2.05,2.59,2.1,1.43,0.604,0.338
RINT1,3.05,4.09,3.12,2.98,0.589,0.338
F5,0.885,1.35,1.05,0.53,0.495,0.338
LOC102724947,3.79,4.1,3.84,2.92,0.612,0.339
FAM66B,2.38,3.29,3.28,3.14,0.524,0.339
MS4A13,0.502,2.22,0.42,0.565,0.784,0.339
LOC105376278,0.881,1.18,1.17,0.688,0.387,0.339
SYTL5,3.19,6.6,3.7,4.44,1.34,0.339
NNAT,2.25,4.11,2.52,2.72,0.832,0.339
LOC101927902,2.43,2.47,2.71,1.52,0.615,0.34
KIAA1407,2.92,3.54,3.47,3.23,0.43,0.34
CASC15,3.2,3.67,4.02,3.49,0.496,0.34
LRRC28,5.42,5.88,6.08,5.66,0.444,0.34
RYK,4.38,4.88,5.18,4.7,0.49,0.34
SNX8,0.668,1.04,1.07,0.722,0.361,0.341
KLF5,0.304,0.627,0.738,0.319,0.371,0.341
ACTR10,4.15,4.54,5.07,4.4,0.527,0.341
LOC101927445,2.9,3.35,3.03,2.4,0.539,0.341
KDSR,2.15,2.45,2.61,2.15,0.382,0.341
CEP63,2.74,2.96,3.32,2.6,0.462,0.341
LOC105375370,0.249,1.06,0.373,0.0926,0.543,0.341
COLGALT2,1.45,2.98,1.88,1.96,0.729,0.341
PRIM2,2.59,3.2,3.2,2.95,0.428,0.341
ST3GAL6,2.51,4.09,4.5,4.32,0.877,0.341
ZNF461,2.49,3.2,3,2.78,0.46,0.341
THAP5,1.35,1.47,2,1.01,0.554,0.341
NECAP1,2.7,2.87,3.29,2.44,0.506,0.341
LRRC1,0.924,1.4,1.17,0.774,0.435,0.342
MTMR3,5.48,6.05,6.17,5.83,0.456,0.342
LOC105378791,1.26,1.52,1.5,0.86,0.444,0.342
LOC100507420,0.153,0.365,0.868,0.152,0.464,0.342
SAT2,5.58,5.92,5.66,4.82,0.588,0.342
FAM206A,2.41,2.86,2.71,2.41,0.378,0.342
LOC105377464,0.239,1.04,0.469,0.287,0.492,0.342
FMO5,1.38,1.57,1.69,0.908,0.485,0.342
KLHL42,2.67,3.35,3.69,3.24,0.563,0.342
LOC105370504,1.68,1.5,3.41,1.53,0.842,0.342
TMX3,4.49,4.75,4.9,4.32,0.422,0.342
TMEM41B,4.28,4.72,5.08,4.54,0.492,0.343
KIAA0319L,6.2,6.71,6.64,6.35,0.397,0.343
WDR26,4.19,5.2,4.74,4.63,0.56,0.343
ATF7IP,4.19,4.8,4.87,4.58,0.455,0.343
UBA5,2.47,2.63,3.27,2.4,0.517,0.344
USPL1,2.18,2.8,3,2.62,0.499,0.344
P4HA3,1.2,1.56,1.39,0.767,0.491,0.344
EPT1,3.37,3.53,4.7,3.52,0.667,0.344
HCFC2,3.08,3.63,3.65,3.36,0.42,0.344
ST5,1.99,1.91,3.55,1.96,0.749,0.344
STRN3,6.3,6.64,6.59,6.13,0.401,0.345
TLK1,5.67,6.26,6.32,6.02,0.444,0.345
PPIEL,2.74,3.48,3.31,3.11,0.475,0.345
AUH,5.65,6,7.16,6.06,0.727,0.345
PSG5,1.58,1.75,1.95,1.11,0.506,0.345
STAMBP,1.52,2.09,1.94,1.67,0.42,0.345
ZNF10,5.43,5.51,5.7,4.6,0.594,0.345
NEURL1-AS1,0.918,1.26,1.2,0.72,0.409,0.345
DNAJC24,2.84,3.7,3.29,3.12,0.513,0.346
SLC6A16,0.649,1.05,0.965,0.617,0.373,0.346
LOC105371068,3.84,3.55,5.04,2.84,0.954,0.346
STX6,4.4,5.25,5.16,4.99,0.509,0.346
SEC22A,5.18,5.61,5.97,5.41,0.493,0.346
LOC105373229,2.23,2.24,2.71,1.39,0.669,0.347
FLYWCH1,2.53,3.72,4.08,3.79,0.745,0.347
PLK2,2.16,2.12,3.63,2.14,0.721,0.347
LOC105372590,2.99,3.2,3.07,2.06,0.608,0.347
FBXL12,1.68,2.26,2.19,1.92,0.423,0.347
USP32P2,0.293,1.5,2.56,1.81,0.978,0.347
MGAT4A,3.78,4.79,4.6,4.47,0.564,0.347
LOC105373796,2.05,2.36,2.17,1.33,0.57,0.348
LRFN2,5.2,6.15,6.78,6.22,0.754,0.348
BNIP3,2.78,3.01,3.97,2.95,0.625,0.348
TRIM2,7.32,7.92,8.02,7.69,0.463,0.348
LINC01410,1.34,2.24,1.35,0.923,0.666,0.348
NETO1,7.36,7.73,7.88,7.44,0.404,0.348
ESCO1,3.62,4.28,4.21,3.97,0.454,0.348
LOC105378078,0.529,0.794,0.924,0.328,0.43,0.348
HIVEP2,5.84,7.12,6.46,6.43,0.655,0.349
OSBP2,6.58,7.78,7.92,7.77,0.677,0.349
DDX24,5.43,6.13,5.08,3.72,1.03,0.349
CXADR,4.85,5.05,5.83,4.92,0.56,0.349
LOC105373835,3.79,3.95,3.82,2.66,0.661,0.349
RMST,0.344,1.18,0.471,0.173,0.566,0.349
ERICH3,6.41,6.68,6.69,6.12,0.423,0.349
AFG3L1P,2.12,2.81,2.35,2.12,0.462,0.35
PNMA1,1.85,1.95,2.61,1.54,0.586,0.35
RNH1,1.73,2.02,2.93,1.96,0.632,0.35
ZMYM2,7.66,8.05,7.97,7.57,0.394,0.35
MED23,4.72,5.44,4.81,4.34,0.599,0.35
CLN5,1.46,1.63,1.88,0.979,0.531,0.35
LOC105378497,1.19,1.24,2.05,0.793,0.652,0.351
LOC105378334,0.904,1,2.75,1.15,0.847,0.351
CEACAM22P,2.67,3.42,2.55,1.66,0.816,0.351
LOC105376732,2.77,3.51,2.64,1.74,0.82,0.351
PDHA1,1.3,1.59,2.13,1.4,0.51,0.351
LOC105372471,1.06,1.35,1.34,0.79,0.42,0.351
SLC25A44,1.71,1.88,2.58,1.7,0.527,0.351
LRRFIP2,5.53,6.54,6.1,5.98,0.57,0.351
LOC105369862,6.14,6.48,5.58,3.43,1.25,0.351
LOC105371714,1.55,1.89,1.8,1.23,0.453,0.351
LOC105377900,1.68,1.88,2.22,1.42,0.503,0.351
ATP1B1,7.82,8.05,8.15,7.43,0.475,0.351
LOC102723706,1.21,1.8,1.39,0.96,0.514,0.352
SMG7,4.41,4.72,4.96,4.44,0.418,0.352
LOC105373896,2.17,1.42,4.44,0.793,1.45,0.352
CNR1,1.26,1.2,2.87,1.27,0.773,0.352
GSTCD,2.59,3.32,2.82,2.58,0.482,0.352
FAM65C,1.01,1.23,1.5,0.742,0.486,0.352
GNE,2.94,3.78,3.06,2.75,0.578,0.353
LOC101929959,3.55,5.16,5.35,5.3,0.836,0.353
AHR,2.24,2.31,4.32,2.53,0.928,0.353
SCN1B,1.99,2.38,2.77,2.17,0.495,0.353
SPRY3,2.85,3.37,3.85,3.23,0.566,0.353
PAX2,0.53,2.6,0.303,0.503,0.933,0.353
M6PR,2.55,2.85,3.04,2.52,0.409,0.353
LOC105370737,2.99,2.88,2.92,1.16,0.821,0.353
SLC12A1,1.28,1.61,1.65,1.21,0.38,0.353
TBC1D9,3.45,3.95,5.41,4.14,0.889,0.353
LOC105370550,3.69,4.11,3.79,3.02,0.6,0.353
AEN,1.63,2.67,2.59,2.47,0.581,0.354
CCT6P1,1.47,1.89,1.79,1.44,0.386,0.354
CRAMP1L,3.26,3.75,4.99,3.85,0.812,0.354
LOC105377209,1.55,1.09,4.03,1.23,1.17,0.354
LOC105376260,0.473,0.748,1.02,0.425,0.433,0.354
NET1,1.46,2.39,1.91,1.75,0.546,0.354
LOC100128398,2.98,3.33,3.23,2.66,0.462,0.354
DIXDC1,4.91,5.85,6.18,5.8,0.659,0.354
LOC105377509,0.78,1.1,1.26,0.793,0.397,0.354
RREB1,0.659,0.819,1.56,0.624,0.55,0.354
LOC105371416,0.672,1.02,1.03,0.666,0.358,0.354
DNAJB14,4.93,5.31,5.55,5.04,0.444,0.354
BIRC6-AS2,5.67,5.24,5.63,2.91,1.14,0.355
FAM13B,6.82,7.42,7.05,6.7,0.477,0.355
CDC42,3.19,3.31,4.18,3.13,0.588,0.355
LOC105370563,2.43,2.91,2.46,1.56,0.686,0.355
KCNMB4,6.34,6.74,6.88,6.44,0.418,0.355
ASTE1,1.19,1.62,1.47,1.02,0.436,0.355
CRK,1.88,3.16,3.49,3.22,0.774,0.355
USP14,4.59,4.95,5.34,4.72,0.487,0.355
RABGEF1,6.12,7.66,7.15,7.19,0.75,0.356
ZNF700,1.67,2.66,2.49,2.35,0.569,0.356
FAM49B,5.14,6.43,6.22,6.17,0.669,0.356
LOC102723721,0.128,0.0761,1.61,0.0129,0.771,0.356
LOC105369310,1.59,2.38,1.6,0.953,0.714,0.356
EPB41L5,3.12,4.48,3.74,3.71,0.693,0.356
ZNF506,3.68,4.34,4.25,3.99,0.459,0.356
LOC105379124,1.77,1.92,2.07,1.09,0.567,0.357
MOGS,1.97,2.27,2.34,1.83,0.41,0.357
DOCK2,5.03,4.72,6.13,3.75,1.04,0.357
KPNA3,4.72,5.26,5.93,5.18,0.643,0.357
THRB,4.94,4.82,7.32,5.12,1.03,0.357
LOC727993,0.675,0.852,1.33,0.423,0.541,0.357
LOC105374684,1.26,2.42,1.16,0.671,0.825,0.357
MFSD10,1.25,1.39,2.22,1.21,0.577,0.357
SIN3B,4.06,5.22,4.75,4.66,0.629,0.357
LOC105376215,2.7,2.96,2.84,1.93,0.583,0.357
